ANG,BTSW,DRC,LES,MAL,MOZ,NAM,STAF,SWA,TAN,ZAM,ZIM
1313.085442,301.3572125,1210.172586,59.31543674,235.8849863,1765.510508,148.690147,27845.977,59.54489684,829.498274,1742.242082,1020.309419
1406.918577,350.4993909,1296.651564,63.55412007,252.7413363,1864.483187,159.3155505,27241.356,63.79997741,888.7742517,2026.348677,1186.690795
1508.458685,341.8272444,1390.233482,68.14094713,270.9821805,1897.732562,170.8136702,27950.785,68.40454847,952.9188544,1976.212234,1157.329385
1535.240608,323.7602651,1414.916377,69.35075528,275.7933324,1901.222368,173.8463807,28180.798,69.61903673,969.8374481,1871.761269,1096.159755
1533.31385,325.9282971,1413.140628,69.26371869,275.4472062,1922.25433,173.6282,28273.928,69.53166344,968.6202826,1884.295353,1103.500092
1541.020882,327.373661,1420.243623,69.61186509,276.8317111,1905.518967,174.5009229,28446.924,69.88115663,973.488945,1892.651462,1108.393681
1537.167366,327.373661,1416.692125,69.43779188,276.1394586,1891.165395,174.0645615,28448.266,69.70641003,971.0546137,1892.651462,1108.393681
1493.044621,300.6345259,1376.027494,67.44465436,268.2131709,1891.165395,169.0682245,28399.379,67.70556211,943.18153,1738.064001,1017.862609
1477.823245,290.5170249,1361.99909,66.75706577,265.4787761,1905.408836,167.3445981,28418.953,67.0153136,933.5659294,1679.571503,983.6076413
1477.823245,281.1221919,1361.99909,66.75706577,265.4787761,1879.037231,167.3445981,28761.89,67.0153136,933.5659294,1625.25698,951.7994211
1460.482424,290.5170249,1346.017353,65.9737364,262.3636403,1859.710245,165.3809717,28912.749,66.22895395,922.6114394,1679.571503,983.6076413
1416.552366,315.0881095,1305.530307,63.98930305,254.4719672,1858.492074,160.4064541,28944.457,64.23684387,894.8600793,1821.624774,1066.798313
1431.773742,337.4911712,1319.55871,64.67689163,257.2063621,1961.870374,162.1300804,29827.783,64.92709237,904.4756799,1951.144013,1142.64868
1537.167366,354.1127868,1416.692125,69.43779188,276.1394586,2056.290357,174.0645615,30196.636,69.70641003,971.0546137,2047.238869,1198.924721
1569.729593,341.8272444,1446.702293,70.90871117,281.9889945,2056.501291,177.7518176,28240.156,71.18301953,991.6247229,1976.212234,1157.329385
1458.748353,290.5170249,1344.41919,65.89540399,262.0521288,2023.873149,165.1846104,26237.587,66.15031851,921.5159978,1679.571503,983.6076413
1305.571098,262.332526,1203.247177,58.97599455,234.5350963,1954.716745,147.8392436,24374.962,59.20414153,824.7513358,1516.627933,888.1829808
1175.32225,269.5593177,1083.206561,53.09232007,211.1369634,1858.193039,133.0902259,23291.19,53.29770622,742.4709364,1558.40832,912.6508329
1089.196147,262.332526,1003.830577,49.20178314,195.6651182,1807.563969,123.3375453,22788.311,49.39211885,688.063621,1516.627933,888.1829808
1070.121255,273.1727136,986.2506772,48.34012136,192.238471,1774.835038,121.1775576,22401.612,48.52712376,676.0136894,1579.298512,924.884759
1054.899879,262.332526,972.2222741,47.65253277,189.5040762,1758.420695,119.4539313,22381.426,47.83687526,666.3980889,1516.627933,888.1829808
1041.412574,268.8366496,959.7920339,47.04327659,187.0811928,1751.166277,117.9266663,22702.638,47.22526219,657.8779299,1554.230344,910.204085
1064.340981,272.4500455,980.9234312,48.07901156,191.2000924,1749.948106,120.5230154,23884.545,48.26500387,672.3621926,1575.120538,922.4380111
1140.833295,277.508796,1051.420672,51.53436552,204.9413066,1742.738866,129.1847925,26806.698,51.73372477,720.6836803,1604.366786,939.5654951
1313.085442,301.3572125,1210.172586,59.31543674,235.8849863,1765.510508,148.690147,28313.98,59.54489684,829.498274,1742.242082,1020.309419
1406.918577,350.4993909,1296.651564,63.55412007,252.7413363,1864.483187,159.3155505,27916.924,63.79997741,888.7742517,2026.348677,1186.690795
1508.458685,341.8272444,1390.233482,68.14094713,270.9821805,1897.732562,170.8136702,28722.192,68.40454847,952.9188544,1976.212234,1157.329385
1535.240608,323.7602651,1414.916377,69.35075528,275.7933324,1901.222368,173.8463807,28944.849,69.61903673,969.8374481,1871.761269,1096.159755
1533.31385,325.9282971,1413.140628,69.26371869,275.4472062,1922.25433,173.6282,29230.348,69.53166344,968.6202826,1884.295353,1103.500092
1541.020882,327.373661,1420.243623,69.61186509,276.8317111,1905.518967,174.5009229,29339.959,69.88115663,973.488945,1892.651462,1108.393681
1537.167366,327.373661,1416.692125,69.43779188,276.1394586,1891.165395,174.0645615,29211.645,69.70641003,971.0546137,1892.651462,1108.393681
1493.044621,300.6345259,1376.027494,67.44465436,268.2131709,1891.165395,169.0682245,28992.875,67.70556211,943.18153,1738.064001,1017.862609
1477.823245,290.5170249,1361.99909,66.75706577,265.4787761,1905.408836,167.3445981,28948.311,67.0153136,933.5659294,1679.571503,983.6076413
1477.823245,281.1221919,1361.99909,66.75706577,265.4787761,1879.037231,167.3445981,28957.747,67.0153136,933.5659294,1625.25698,951.7994211
1460.482424,290.5170249,1346.017353,65.9737364,262.3636403,1859.710245,165.3809717,28938.1,66.22895395,922.6114394,1679.571503,983.6076413
1416.552366,315.0881095,1305.530307,63.98930305,254.4719672,1858.492074,160.4064541,28725.836,64.23684387,894.8600793,1821.624774,1066.798313
1431.773742,337.4911712,1319.55871,64.67689163,257.2063621,1961.870374,162.1300804,29204.366,64.92709237,904.4756799,1951.144013,1142.64868
1537.167366,354.1127868,1416.692125,69.43779188,276.1394586,2056.290357,174.0645615,29782.052,69.70641003,971.0546137,2047.238869,1198.924721
1569.729593,341.8272444,1446.702293,70.90871117,281.9889945,2056.501291,177.7518176,28134.801,71.18301953,991.6247229,1976.212234,1157.329385
1458.748353,290.5170249,1344.41919,65.89540399,262.0521288,2023.873149,165.1846104,26333.844,66.15031851,921.5159978,1679.571503,983.6076413
1305.571098,262.332526,1203.247177,58.97599455,234.5350963,1954.716745,147.8392436,24709.681,59.20414153,824.7513358,1516.627933,888.1829808
1175.32225,269.5593177,1083.206561,53.09232007,211.1369634,1858.193039,133.0902259,23590.303,53.29770622,742.4709364,1558.40832,912.6508329
1089.196147,262.332526,1003.830577,49.20178314,195.6651182,1807.563969,123.3375453,22595.196,49.39211885,688.063621,1516.627933,888.1829808
1070.121255,273.1727136,986.2506772,48.34012136,192.238471,1774.835038,121.1775576,22163.824,48.52712376,676.0136894,1579.298512,924.884759
1054.899879,262.332526,972.2222741,47.65253277,189.5040762,1758.420695,119.4539313,21969.962,47.83687526,666.3980889,1516.627933,888.1829808
1041.412574,268.8366496,959.7920339,47.04327659,187.0811928,1751.166277,117.9266663,22018.507,47.22526219,657.8779299,1554.230344,910.204085
1064.340981,272.4500455,980.9234312,48.07901156,191.2000924,1749.948106,120.5230154,22332.224,48.26500387,672.3621926,1575.120538,922.4380111
1140.833295,277.508796,1051.420672,51.53436552,204.9413066,1742.738866,129.1847925,22950.337,51.73372477,720.6836803,1604.366786,939.5654951
1313.085442,301.3572125,1210.172586,59.31543674,235.8849863,1765.510508,148.690147,24096.332,59.54489684,829.498274,1742.242082,1020.309419
1406.918577,350.4993909,1296.651564,63.55412007,252.7413363,1864.483187,159.3155505,25780.077,63.79997741,888.7742517,2026.348677,1186.690795
1508.458685,341.8272444,1390.233482,68.14094713,270.9821805,1897.732562,170.8136702,27197.109,68.40454847,952.9188544,1976.212234,1157.329385
1535.240608,323.7602651,1414.916377,69.35075528,275.7933324,1901.222368,173.8463807,27659.597,69.61903673,969.8374481,1871.761269,1096.159755
1533.31385,325.9282971,1413.140628,69.26371869,275.4472062,1922.25433,173.6282,27629.145,69.53166344,968.6202826,1884.295353,1103.500092
1541.020882,327.373661,1420.243623,69.61186509,276.8317111,1905.518967,174.5009229,27464.069,69.88115663,973.488945,1892.651462,1108.393681
1537.167366,327.373661,1416.692125,69.43779188,276.1394586,1891.165395,174.0645615,27270.943,69.70641003,971.0546137,1892.651462,1108.393681
1493.044621,300.6345259,1376.027494,67.44465436,268.2131709,1891.165395,169.0682245,26907.472,67.70556211,943.18153,1738.064001,1017.862609
1477.823245,290.5170249,1361.99909,66.75706577,265.4787761,1905.408836,167.3445981,26350.555,67.0153136,933.5659294,1679.571503,983.6076413
1477.823245,281.1221919,1361.99909,66.75706577,265.4787761,1879.037231,167.3445981,26177.603,67.0153136,933.5659294,1625.25698,951.7994211
1460.482424,290.5170249,1346.017353,65.9737364,262.3636403,1859.710245,165.3809717,26261.038,66.22895395,922.6114394,1679.571503,983.6076413
1416.552366,315.0881095,1305.530307,63.98930305,254.4719672,1858.492074,160.4064541,26675.763,64.23684387,894.8600793,1821.624774,1066.798313
1431.773742,337.4911712,1319.55871,64.67689163,257.2063621,1961.870374,162.1300804,27734.143,64.92709237,904.4756799,1951.144013,1142.64868
1537.167366,354.1127868,1416.692125,69.43779188,276.1394586,2056.290357,174.0645615,28543.923,69.70641003,971.0546137,2047.238869,1198.924721
1569.729593,341.8272444,1446.702293,70.90871117,281.9889945,2056.501291,177.7518176,26720.82,71.18301953,991.6247229,1976.212234,1157.329385
1458.748353,290.5170249,1344.41919,65.89540399,262.0521288,2023.873149,165.1846104,25075.331,66.15031851,921.5159978,1679.571503,983.6076413
1305.571098,262.332526,1203.247177,58.97599455,234.5350963,1954.716745,147.8392436,23556.223,59.20414153,824.7513358,1516.627933,888.1829808
1175.32225,269.5593177,1083.206561,53.09232007,211.1369634,1858.193039,133.0902259,22445.542,53.29770622,742.4709364,1558.40832,912.6508329
1089.196147,262.332526,1003.830577,49.20178314,195.6651182,1807.563969,123.3375453,21803.643,49.39211885,688.063621,1516.627933,888.1829808
1070.121255,273.1727136,986.2506772,48.34012136,192.238471,1774.835038,121.1775576,21448.317,48.52712376,676.0136894,1579.298512,924.884759
1054.899879,262.332526,972.2222741,47.65253277,189.5040762,1758.420695,119.4539313,21159.289,47.83687526,666.3980889,1516.627933,888.1829808
1041.412574,268.8366496,959.7920339,47.04327659,187.0811928,1751.166277,117.9266663,21154.134,47.22526219,657.8779299,1554.230344,910.204085
1064.340981,272.4500455,980.9234312,48.07901156,191.2000924,1749.948106,120.5230154,21299.158,48.26500387,672.3621926,1575.120538,922.4380111
1140.833295,277.508796,1051.420672,51.53436552,204.9413066,1742.738866,129.1847925,21679.334,51.73372477,720.6836803,1604.366786,939.5654951
1313.085442,301.3572125,1210.172586,59.31543674,235.8849863,1765.510508,148.690147,22835.249,59.54489684,829.498274,1742.242082,1020.309419
1406.918577,350.4993909,1296.651564,63.55412007,252.7413363,1864.483187,159.3155505,24733.515,63.79997741,888.7742517,2026.348677,1186.690795
1508.458685,341.8272444,1390.233482,68.14094713,270.9821805,1897.732562,170.8136702,26363.341,68.40454847,952.9188544,1976.212234,1157.329385
1535.240608,323.7602651,1414.916377,69.35075528,275.7933324,1901.222368,173.8463807,27079.334,69.61903673,969.8374481,1871.761269,1096.159755
1533.31385,325.9282971,1413.140628,69.26371869,275.4472062,1922.25433,173.6282,27083.864,69.53166344,968.6202826,1884.295353,1103.500092
1541.020882,327.373661,1420.243623,69.61186509,276.8317111,1905.518967,174.5009229,27023.631,69.88115663,973.488945,1892.651462,1108.393681
1537.167366,327.373661,1416.692125,69.43779188,276.1394586,1891.165395,174.0645615,26997.337,69.70641003,971.0546137,1892.651462,1108.393681
1493.044621,300.6345259,1376.027494,67.44465436,268.2131709,1891.165395,169.0682245,26679.62,67.70556211,943.18153,1738.064001,1017.862609
1477.823245,290.5170249,1361.99909,66.75706577,265.4787761,1905.408836,167.3445981,26155.809,67.0153136,933.5659294,1679.571503,983.6076413
1477.823245,281.1221919,1361.99909,66.75706577,265.4787761,1879.037231,167.3445981,26052.25,67.0153136,933.5659294,1625.25698,951.7994211
1460.482424,290.5170249,1346.017353,65.9737364,262.3636403,1859.710245,165.3809717,26242.312,66.22895395,922.6114394,1679.571503,983.6076413
1416.552366,315.0881095,1305.530307,63.98930305,254.4719672,1858.492074,160.4064541,26547.641,64.23684387,894.8600793,1821.624774,1066.798313
1431.773742,337.4911712,1319.55871,64.67689163,257.2063621,1961.870374,162.1300804,27693.735,64.92709237,904.4756799,1951.144013,1142.64868
1537.167366,354.1127868,1416.692125,69.43779188,276.1394586,2056.290357,174.0645615,28418.767,69.70641003,971.0546137,2047.238869,1198.924721
1569.729593,341.8272444,1446.702293,70.90871117,281.9889945,2056.501291,177.7518176,26801.113,71.18301953,991.6247229,1976.212234,1157.329385
1458.748353,290.5170249,1344.41919,65.89540399,262.0521288,2023.873149,165.1846104,24832.223,66.15031851,921.5159978,1679.571503,983.6076413
1305.571098,262.332526,1203.247177,58.97599455,234.5350963,1954.716745,147.8392436,23209.236,59.20414153,824.7513358,1516.627933,888.1829808
1175.32225,269.5593177,1083.206561,53.09232007,211.1369634,1858.193039,133.0902259,22139.38,53.29770622,742.4709364,1558.40832,912.6508329
1089.196147,262.332526,1003.830577,49.20178314,195.6651182,1807.563969,123.3375453,21420.992,49.39211885,688.063621,1516.627933,888.1829808
1070.121255,273.1727136,986.2506772,48.34012136,192.238471,1774.835038,121.1775576,21126.345,48.52712376,676.0136894,1579.298512,924.884759
1054.899879,262.332526,972.2222741,47.65253277,189.5040762,1758.420695,119.4539313,21078.072,47.83687526,666.3980889,1516.627933,888.1829808
1041.412574,268.8366496,959.7920339,47.04327659,187.0811928,1751.166277,117.9266663,21134.389,47.22526219,657.8779299,1554.230344,910.204085
1064.340981,272.4500455,980.9234312,48.07901156,191.2000924,1749.948106,120.5230154,21970.004,48.26500387,672.3621926,1575.120538,922.4380111
1140.833295,277.508796,1051.420672,51.53436552,204.9413066,1742.738866,129.1847925,23736.722,51.73372477,720.6836803,1604.366786,939.5654951
1313.085442,301.3572125,1210.172586,59.31543674,235.8849863,1765.510508,148.690147,25331.087,59.54489684,829.498274,1742.242082,1020.309419
1406.918577,350.4993909,1296.651564,63.55412007,252.7413363,1864.483187,159.3155505,26545.351,63.79997741,888.7742517,2026.348677,1186.690795
1508.458685,341.8272444,1390.233482,68.14094713,270.9821805,1897.732562,170.8136702,28039.127,68.40454847,952.9188544,1976.212234,1157.329385
1535.240608,323.7602651,1414.916377,69.35075528,275.7933324,1901.222368,173.8463807,28490.714,69.61903673,969.8374481,1871.761269,1096.159755
1533.31385,325.9282971,1413.140628,69.26371869,275.4472062,1922.25433,173.6282,28777.229,69.53166344,968.6202826,1884.295353,1103.500092
1541.020882,327.373661,1420.243623,69.61186509,276.8317111,1905.518967,174.5009229,28978.746,69.88115663,973.488945,1892.651462,1108.393681
1537.167366,327.373661,1416.692125,69.43779188,276.1394586,1891.165395,174.0645615,28936.074,69.70641003,971.0546137,1892.651462,1108.393681
1493.044621,300.6345259,1376.027494,67.44465436,268.2131709,1891.165395,169.0682245,28801.458,67.70556211,943.18153,1738.064001,1017.862609
1477.823245,290.5170249,1361.99909,66.75706577,265.4787761,1905.408836,167.3445981,28811.429,67.0153136,933.5659294,1679.571503,983.6076413
1477.823245,281.1221919,1361.99909,66.75706577,265.4787761,1879.037231,167.3445981,28990.568,67.0153136,933.5659294,1625.25698,951.7994211
1460.482424,290.5170249,1346.017353,65.9737364,262.3636403,1859.710245,165.3809717,29179.018,66.22895395,922.6114394,1679.571503,983.6076413
1416.552366,315.0881095,1305.530307,63.98930305,254.4719672,1858.492074,160.4064541,29299.602,64.23684387,894.8600793,1821.624774,1066.798313
1431.773742,337.4911712,1319.55871,64.67689163,257.2063621,1961.870374,162.1300804,30289.991,64.92709237,904.4756799,1951.144013,1142.64868
1537.167366,354.1127868,1416.692125,69.43779188,276.1394586,2056.290357,174.0645615,30153.827,69.70641003,971.0546137,2047.238869,1198.924721
1569.729593,341.8272444,1446.702293,70.90871117,281.9889945,2056.501291,177.7518176,28361.695,71.18301953,991.6247229,1976.212234,1157.329385
1458.748353,290.5170249,1344.41919,65.89540399,262.0521288,2023.873149,165.1846104,26171.289,66.15031851,921.5159978,1679.571503,983.6076413
1305.571098,262.332526,1203.247177,58.97599455,234.5350963,1954.716745,147.8392436,24194.275,59.20414153,824.7513358,1516.627933,888.1829808
1175.32225,269.5593177,1083.206561,53.09232007,211.1369634,1858.193039,133.0902259,23113.664,53.29770622,742.4709364,1558.40832,912.6508329
1073.40342,270.6472338,989.2756027,48.48838515,192.8280849,1807.563969,121.5492208,22655.422,48.67596111,678.0870883,1564.697909,916.3342058
1034.072611,262.9874146,953.0273399,46.71171167,185.762629,1774.835038,117.0955093,22211.338,46.89241462,653.2411516,1520.414053,890.4002465
1014.407207,265.5406949,934.9032085,45.82337493,182.2299011,1758.420695,114.8686536,22038.891,46.00064137,640.8181833,1535.175379,899.0449241
1002.607945,267.2428745,924.0287112,45.29037198,180.1102607,1751.166277,113.5325379,22259.988,45.46557652,633.3643896,1545.016223,904.808018
1012.440646,268.0939751,933.0907767,45.73454034,181.8766247,1749.948106,114.6459657,23235.415,45.91146313,639.5758737,1549.936707,907.6896016
1012.440646,280.8603549,933.0907767,45.73454034,181.8766247,1742.738866,114.6459657,24562.185,45.91146313,639.5758737,1623.743216,950.912916
1045.871824,306.3931144,963.901791,47.24471236,187.8822604,1765.510508,118.4316194,25889.707,47.4274772,660.6949136,1771.356237,1037.359545
1142.232335,316.606214,1052.710063,51.59756375,205.1926326,1864.483187,129.3432159,27126.568,51.79716748,721.5674776,1830.401419,1071.938181
1256.291689,311.4996534,1157.830034,56.74991729,225.6824564,1897.732562,142.2589803,28252.313,56.96945276,793.6207002,1800.878765,1054.648826
1299.555569,297.031094,1197.703114,58.70425769,233.4544561,1901.222368,147.1580618,28534.077,58.93135346,820.9512245,1717.231413,1005.662418
1325.120604,293.6267347,1221.264494,59.85909589,238.0470042,1922.25433,150.0529754,28620.826,60.09065912,837.1010895,1697.549726,994.1362303
1346.752519,308.9463731,1241.201011,60.83626496,241.9329995,1905.518967,152.5025133,28727.767,61.07160834,850.7663359,1786.117438,1046.004149
1332.986746,319.1594942,1228.514128,60.21442968,239.4600917,1891.165395,150.9437154,28531.927,60.44736751,842.0702642,1845.162746,1080.582859
1256.291689,303.8398342,1157.830034,56.74991729,225.6824564,1891.165395,142.2589803,28267.023,56.96945276,793.6207002,1756.594909,1028.714867
1187.462775,289.3712748,1094.395574,53.64073871,213.3179087,1905.408836,134.4649852,28389.597,53.84824641,750.1403112,1672.947556,979.7284588
1155.998108,284.2647142,1065.396945,52.219399,207.6655403,1879.037231,130.9020138,28702.833,52.42140829,730.2635489,1643.424902,962.4391038
1169.763881,291.0734544,1078.083828,52.84123428,210.1384481,1859.710245,132.4608117,28758.247,53.04564911,738.9596206,1682.7884,985.4915527
1201.228548,301.2865539,1107.082457,54.26257397,215.7908164,1858.492074,136.0237831,29025.828,54.47248721,758.8363826,1741.833583,1020.07019
1234.659725,329.3725937,1137.893471,55.77274598,221.7964521,1961.870374,139.8094367,30267.644,55.98850129,779.9554226,1904.207929,1115.161496
1372.317555,364.2673629,1264.762391,61.99110318,246.5255477,2056.290357,155.3974269,30091.304,62.23091403,866.9162012,2105.945711,1233.305215
1454.912243,344.6922429,1340.883734,65.72211703,261.3630031,2056.501291,164.7502199,28007.217,65.9763612,919.0926618,1992.775704,1167.029451
1329.053675,310.6485743,1224.889311,60.03676279,238.7535479,2023.873149,150.4983454,26152.776,60.26901332,839.5856769,1795.958407,1051.767316
1207.128179,286.8179945,1112.519706,54.52907545,216.8506366,1954.716745,136.691841,24222.318,54.74001965,762.5632796,1658.18623,971.0837813
1093.068824,271.4983344,1007.399734,49.37672189,196.3608128,1858.193039,123.7760765,22978.43,49.56773435,690.5100566,1569.618393,919.2157894
1073.40342,270.6472338,989.2756027,48.48838515,192.8280849,1807.563969,121.5492208,22462.626,48.67596111,678.0870883,1564.697909,916.3342058
1034.072611,262.9874146,953.0273399,46.71171167,185.762629,1774.835038,117.0955093,22187.95,46.89241462,653.2411516,1520.414053,890.4002465
1014.407207,265.5406949,934.9032085,45.82337493,182.2299011,1758.420695,114.8686536,22092.391,46.00064137,640.8181833,1535.175379,899.0449241
1002.607945,267.2428745,924.0287112,45.29037198,180.1102607,1751.166277,113.5325379,22238.043,45.46557652,633.3643896,1545.016223,904.808018
1012.440646,268.0939751,933.0907767,45.73454034,181.8766247,1749.948106,114.6459657,23128.861,45.91146313,639.5758737,1549.936707,907.6896016
1012.440646,280.8603549,933.0907767,45.73454034,181.8766247,1742.738866,114.6459657,24970.73,45.91146313,639.5758737,1623.743216,950.912916
1045.871824,306.3931144,963.901791,47.24471236,187.8822604,1765.510508,118.4316194,26086.83,47.4274772,660.6949136,1771.356237,1037.359545
1142.232335,316.606214,1052.710063,51.59756375,205.1926326,1864.483187,129.3432159,27342.415,51.79716748,721.5674776,1830.401419,1071.938181
1256.291689,311.4996534,1157.830034,56.74991729,225.6824564,1897.732562,142.2589803,28323.18,56.96945276,793.6207002,1800.878765,1054.648826
1299.555569,297.031094,1197.703114,58.70425769,233.4544561,1901.222368,147.1580618,28586.072,58.93135346,820.9512245,1717.231413,1005.662418
1325.120604,293.6267347,1221.264494,59.85909589,238.0470042,1922.25433,150.0529754,28684.312,60.09065912,837.1010895,1697.549726,994.1362303
1346.752519,308.9463731,1241.201011,60.83626496,241.9329995,1905.518967,152.5025133,28581.197,61.07160834,850.7663359,1786.117438,1046.004149
1332.986746,319.1594942,1228.514128,60.21442968,239.4600917,1891.165395,150.9437154,28487.508,60.44736751,842.0702642,1845.162746,1080.582859
1256.291689,303.8398342,1157.830034,56.74991729,225.6824564,1891.165395,142.2589803,28316.588,56.96945276,793.6207002,1756.594909,1028.714867
1187.462775,289.3712748,1094.395574,53.64073871,213.3179087,1905.408836,134.4649852,28270.816,53.84824641,750.1403112,1672.947556,979.7284588
1155.998108,284.2647142,1065.396945,52.219399,207.6655403,1879.037231,130.9020138,28379.132,52.42140829,730.2635489,1643.424902,962.4391038
1169.763881,291.0734544,1078.083828,52.84123428,210.1384481,1859.710245,132.4608117,28443.064,53.04564911,738.9596206,1682.7884,985.4915527
1201.228548,301.2865539,1107.082457,54.26257397,215.7908164,1858.492074,136.0237831,28620.155,54.47248721,758.8363826,1741.833583,1020.07019
1234.659725,329.3725937,1137.893471,55.77274598,221.7964521,1961.870374,139.8094367,29526.982,55.98850129,779.9554226,1904.207929,1115.161496
1372.317555,364.2673629,1264.762391,61.99110318,246.5255477,2056.290357,155.3974269,29837.641,62.23091403,866.9162012,2105.945711,1233.305215
1454.912243,344.6922429,1340.883734,65.72211703,261.3630031,2056.501291,164.7502199,27932.553,65.9763612,919.0926618,1992.775704,1167.029451
1329.053675,310.6485743,1224.889311,60.03676279,238.7535479,2023.873149,150.4983454,26017.869,60.26901332,839.5856769,1795.958407,1051.767316
1207.128179,286.8179945,1112.519706,54.52907545,216.8506366,1954.716745,136.691841,24300.336,54.74001965,762.5632796,1658.18623,971.0837813
1093.068824,271.4983344,1007.399734,49.37672189,196.3608128,1858.193039,123.7760765,23189.947,49.56773435,690.5100566,1569.618393,919.2157894
1089.196147,258.6155299,1003.830577,49.20178314,195.6651182,1807.563969,123.3375453,22608.808,49.39211885,688.063621,1495.138795,875.5982944
1070.121255,269.3021227,986.2506772,48.34012136,192.238471,1774.835038,121.1775576,22302.067,48.52712376,676.0136894,1556.921393,911.7800441
1054.899879,258.6155299,972.2222741,47.65253277,189.5040762,1758.420695,119.4539313,22114.694,47.83687526,666.3980889,1495.138795,875.5982944
1041.412574,265.0274965,959.7920339,47.04327659,187.0811928,1751.166277,117.9266663,22219.283,47.22526219,657.8779299,1532.208416,897.307381
1064.340981,268.5896941,980.9234312,48.07901156,191.2000924,1749.948106,120.5230154,22460.326,48.26500387,672.3621926,1552.802616,909.3679642
1140.833295,273.5767671,1051.420672,51.53436552,204.9413066,1742.738866,129.1847925,23056.985,51.73372477,720.6836803,1581.634475,926.2527685
1313.085442,297.0872747,1210.172586,59.31543674,235.8849863,1765.510508,148.690147,23915.696,59.54489684,829.498274,1717.556212,1005.85263
1406.918577,345.5331564,1296.651564,63.55412007,252.7413363,1864.483187,159.3155505,25406.385,63.79997741,888.7742517,1997.637293,1169.876544
1508.458685,336.9838859,1390.233482,68.14094713,270.9821805,1897.732562,170.8136702,27227.879,68.40454847,952.9188544,1948.211234,1140.931156
1535.240608,319.1728979,1414.916377,69.35075528,275.7933324,1901.222368,173.8463807,28004.207,69.61903673,969.8374481,1845.240238,1080.62824
1533.31385,321.310211,1413.140628,69.26371869,275.4472062,1922.25433,173.6282,28126.789,69.53166344,968.6202826,1857.596725,1087.864572
1541.020882,322.7350955,1420.243623,69.61186509,276.8317111,1905.518967,174.5009229,27943.585,69.88115663,973.488945,1865.834437,1092.688823
1537.167366,322.7350955,1416.692125,69.43779188,276.1394586,1891.165395,174.0645615,27590.944,69.70641003,971.0546137,1865.834437,1092.688823
1493.044621,296.374828,1376.027494,67.44465436,268.2131709,1891.165395,169.0682245,27207.327,67.70556211,943.18153,1713.43733,1003.440489
1477.823245,286.400682,1361.99909,66.75706577,265.4787761,1905.408836,167.3445981,26834.709,67.0153136,933.5659294,1655.773613,969.6708805
1477.823245,277.1389647,1361.99909,66.75706577,265.4787761,1879.037231,167.3445981,26971.342,67.0153136,933.5659294,1602.228673,938.3133517
1460.482424,286.400682,1346.017353,65.9737364,262.3636403,1859.710245,165.3809717,27369.226,66.22895395,922.6114394,1655.773613,969.6708805
1416.552366,310.6236183,1305.530307,63.98930305,254.4719672,1858.492074,160.4064541,27868.269,64.23684387,894.8600793,1795.814127,1051.682822
1431.773742,332.7092506,1319.55871,64.67689163,257.2063621,1961.870374,162.1300804,28853.662,64.92709237,904.4756799,1923.498205,1126.458463
1537.167366,349.095354,1416.692125,69.43779188,276.1394586,2056.290357,174.0645615,29107.811,69.70641003,971.0546137,2018.231491,1181.937127
1569.729593,336.9838859,1446.702293,70.90871117,281.9889945,2056.501291,177.7518176,27458.164,71.18301953,991.6247229,1948.211234,1140.931156
1458.748353,286.400682,1344.41919,65.89540399,262.0521288,2023.873149,165.1846104,25506.374,66.15031851,921.5159978,1655.773613,969.6708805
1305.571098,258.6155299,1203.247177,58.97599455,234.5350963,1954.716745,147.8392436,23699.149,59.20414153,824.7513358,1495.138795,875.5982944
1175.32225,265.7399252,1083.206561,53.09232007,211.1369634,1858.193039,133.0902259,22606.984,53.29770622,742.4709364,1536.327194,899.7194609
1089.196147,258.6155299,1003.830577,49.20178314,195.6651182,1807.563969,123.3375453,22035.273,49.39211885,688.063621,1495.138795,875.5982944
1070.121255,269.3021227,986.2506772,48.34012136,192.238471,1774.835038,121.1775576,21591.104,48.52712376,676.0136894,1556.921393,911.7800441
1054.899879,258.6155299,972.2222741,47.65253277,189.5040762,1758.420695,119.4539313,21463.475,47.83687526,666.3980889,1495.138795,875.5982944
1041.412574,265.0274965,959.7920339,47.04327659,187.0811928,1751.166277,117.9266663,21819.362,47.22526219,657.8779299,1532.208416,897.307381
1064.340981,268.5896941,980.9234312,48.07901156,191.2000924,1749.948106,120.5230154,22704.467,48.26500387,672.3621926,1552.802616,909.3679642
1140.833295,273.5767671,1051.420672,51.53436552,204.9413066,1742.738866,129.1847925,24552.665,51.73372477,720.6836803,1581.634475,926.2527685
1313.085442,297.0872747,1210.172586,59.31543674,235.8849863,1765.510508,148.690147,26057.289,59.54489684,829.498274,1717.556212,1005.85263
1406.918577,345.5331564,1296.651564,63.55412007,252.7413363,1864.483187,159.3155505,27359.721,63.79997741,888.7742517,1997.637293,1169.876544
1508.458685,336.9838859,1390.233482,68.14094713,270.9821805,1897.732562,170.8136702,28470.964,68.40454847,952.9188544,1948.211234,1140.931156
1535.240608,319.1728979,1414.916377,69.35075528,275.7933324,1901.222368,173.8463807,28709.944,69.61903673,969.8374481,1845.240238,1080.62824
1533.31385,321.310211,1413.140628,69.26371869,275.4472062,1922.25433,173.6282,28830.507,69.53166344,968.6202826,1857.596725,1087.864572
