year,month,dom,hour,obj,infinite_solar_penalty,infinite_solar,load,coal,oil,gas,nuclear,zrb_solar,zrb_hydro,biomass,zrb_load,zrb_oil,zrb_gas,zrb_coal,zrb_biomass,itt_hydro,kgu_hydro,kgl_hydro,vic_hydro,ka_n_hydro,ka_s_hydro,ka_solar,bg_n_hydro,bg_s_hydro,bg_solar,dg_n_hydro,dg_s_hydro,dg_solar,cb_hydro,cb_solar,mn_hydro,mn_solar,biomas
2,3,16,13,40569960.2964179,0.0,0.0,36731.18352571,26245.966614963025,0.0,0.0,1800.0,125.22269453501828,7649.198285863951,,5669.788219100001,0.0,0.0,0.0,0.0,162.16216216216216,423.471042471042,768.0,129.0,0.0,0.0,67.85947036154404,840.0,597.5650812307476,2.698280188261312,677.0,677.0,1.5310375663223765,2072.0,52.71076712985042,1303.0,0.4231392890401204,0.0
2,3,16,14,40569960.2964179,0.0,0.0,36012.03178777,24844.491112131196,0.0,0.0,1800.0,81.55405448661077,8316.881090430657,,5385.0079263,0.0,0.0,0.0,0.0,162.16216216216216,873.0,378.7171914182219,129.0,610.0,0.0,46.90491365240497,840.0,595.001736850273,3.004714568003275,677.0,677.0,1.7049122250915816,2072.0,29.74570552303157,1303.0,0.1938085180793584,0.0
2,3,16,15,40569960.2964179,0.0,0.0,35354.89802317,26306.887166506072,0.0,0.0,1800.0,44.364588081424934,6181.259621812482,,5291.9283794,0.0,0.0,0.0,0.0,0.0,423.471042471042,768.0,129.0,0.0,0.0,20.691313016371353,840.0,594.7885793414399,6.3326702097538945,677.0,677.0,3.5932354350907247,2072.0,13.65415143269471,0.0,0.09321798751424996,0.0
2,3,16,16,40569960.2964179,0.0,0.0,35129.449841969996,24633.180620158357,0.0,0.0,1800.0,7.122909310954001,7648.480083471057,,5170.0391982,0.0,0.0,0.0,0.0,162.16216216216216,423.471042471042,768.0,129.0,0.0,0.0,2.4566421618084977,840.0,596.8468788378525,2.11902481678815,677.0,677.0,1.2023609010606786,2072.0,1.3390504199746336,1303.0,0.0058310113220418165,0.0
2,3,16,17,40569960.2964179,0.0,0.0,35344.77693295,24409.264528532643,0.0,0.0,1800.0,0.0,7650.305128710426,,5241.1510262,0.0,0.0,0.0,0.0,162.16216216216216,423.471042471042,768.0,129.0,0.0,462.0,0.0,840.0,598.6719240772218,0.0,677.0,677.0,0.0,2072.0,0.0,1303.0,0.0,0.0
2,3,16,18,40569960.2964179,0.0,0.0,35769.69159102,24199.14698021538,0.0,0.0,1800.0,0.0,8319.789874941183,,5476.8816918,0.0,0.0,0.0,0.0,162.16216216216216,873.0,378.7171914182219,129.0,610.0,462.0,0.0,840.0,597.9105213607986,0.0,677.0,677.0,0.0,2072.0,0.0,1303.0,0.0,0.0
2,3,16,19,40569960.2964179,0.0,0.0,37291.6377966,26557.7569710426,0.0,0.0,1800.0,0.0,7606.527133389656,,5812.490680700001,0.0,0.0,0.0,0.0,56.21984888113985,873.0,378.7171914182219,129.0,0.0,462.0,0.0,840.0,600.5900930902947,0.0,677.0,677.0,0.0,2072.0,0.0,1303.0,0.0,0.0
2,3,16,20,40569960.2964179,0.0,0.0,38589.59606051,27736.54805099488,0.0,0.0,1800.0,0.0,7830.93417658332,,6106.7707539,0.0,0.0,0.0,0.0,162.16216216216216,873.0,378.7171914182219,129.0,119.32795698924747,462.0,0.0,840.0,599.7268660136888,0.0,677.0,677.0,0.0,2072.0,0.0,1303.0,0.0,0.0
2,3,16,21,40569960.2964179,0.0,0.0,36942.8723061,25844.838292921693,0.0,0.0,1800.0,0.0,8321.074081007795,,5991.610966499999,0.0,0.0,0.0,0.0,162.16216216216216,873.0,378.7171914182219,129.0,610.0,83.32795698924747,0.0,840.0,599.1947274274117,0.0,677.0,677.0,0.0,2072.0,0.0,1303.0,0.0,0.0
2,3,16,22,40569960.2964179,0.0,0.0,34093.7583207,23518.238452757178,0.0,0.0,1800.0,0.0,7650.878650702109,,5404.8060574,0.0,0.0,0.0,0.0,162.16216216216216,423.471042471042,768.0,129.0,0.0,0.0,0.0,840.0,599.2454460689048,0.0,677.0,677.0,0.0,2072.0,0.0,1303.0,0.0,0.0
