year,month,dom,hour,obj,infinite_solar_penalty,infinite_solar,load,coal,oil,gas,nuclear,zrb_solar,zrb_hydro,biomass,zrb_load,zrb_oil,zrb_gas,zrb_coal,zrb_biomass,itt_hydro,kgu_hydro,kgl_hydro,vic_hydro,ka_n_hydro,ka_s_hydro,ka_solar,bg_n_hydro,bg_s_hydro,bg_solar,dg_n_hydro,dg_s_hydro,dg_solar,cb_hydro,cb_solar,mn_hydro,mn_solar
10,10,0,1,49655180.205184676,0.0,0.0,30287.58470566,22847.54077696064,-1.412203687323199e-13,0.0,1800.0,0.0,3795.268502334624,0.0,5032.985248399999,-1.412203687323199e-13,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,411.5255376344086,411.5255376344086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0257732819937,0.0,0.0,0.0
10,10,0,2,49655180.205184676,0.0,0.0,29781.217724390004,25126.19386197638,-2.957634137601417e-13,0.0,1800.0,0.0,1380.7171914182218,0.0,4907.9254955999995,-2.957634137601417e-13,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,0,3,49655180.205184676,0.0,0.0,29614.636958500003,22874.106547500654,1.1235457009206584e-13,0.0,1800.0,0.0,3452.717191418222,0.0,4913.3053434,1.1235457009206584e-13,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,0.0,0.0,0.0
10,10,0,4,49655180.205184676,0.0,0.0,29967.2183376,25204.911971175166,-1.2523315717771766e-13,0.0,1800.0,122.36363481201408,1380.7171914182218,0.0,4919.7733433,-1.2523315717771766e-13,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,40.43565286806217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.7651870532682,0.0,12.162794890683701
10,10,0,5,49655180.205184676,0.0,0.0,31459.909027169997,26536.700430712623,-2.007283228522283e-13,0.0,1800.0,404.29483967455224,1380.7171914182218,0.0,4929.5547273,-2.007283228522283e-13,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,148.3817449993365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.9632152311961,0.0,11.949879444019654
10,10,0,6,49655180.205184676,0.0,0.0,34502.28091627,30183.51160384904,0.0,0.0,1800.0,1309.2515488752551,129.0,0.0,5052.6506164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,940.3357964379098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.2642259966795,0.0,42.65152644066576
10,10,0,7,49655180.205184676,0.0,0.0,36960.01385686,31811.23218351503,0.0,0.0,1800.0,2327.5395536308692,129.0,0.0,5357.4781387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,1458.6734246492138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.3761969546082,0.0,75.48993202704749
10,10,0,8,49655180.205184676,0.0,0.0,36759.725673830006,30813.83367006943,0.0,0.0,1800.0,3108.410301638618,129.0,0.0,5594.027067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,1769.2832296136216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.19547851125,0.0,130.93159351374638
10,10,0,9,49655180.205184676,0.0,0.0,37410.65644435,29802.02378872226,0.0,0.0,1800.0,4055.929124088467,897.0,0.0,5606.3396511,0.0,0.0,0.0,0.0,0.0,0.0,768.0,129.0,0.0,0.0,1982.814368933806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857.6177086998123,0.0,215.49704645484883
10,10,0,10,49655180.205184676,0.0,0.0,37239.50910645,28431.72091334682,0.0,0.0,1800.0,4626.9637772441465,1511.2440731386519,0.0,5463.1705878,0.0,0.0,0.0,0.0,130.5268817204301,873.0,378.7171914182219,129.0,0.0,0.0,2051.0768340759096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.459459459412,0.0,366.4274837088254
10,10,0,11,49655180.205184676,0.0,0.0,37455.87262741,27581.642634533902,0.0,0.0,1800.0,4669.408242622221,2552.784395719297,0.0,5460.1316849,0.0,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,2050.1549854423747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.459459459412,1172.0672043010754,409.79379772043467
10,10,0,12,49655180.205184676,0.0,0.0,37739.07764729999,31576.111507313028,0.0,0.0,1800.0,3404.891354632822,129.0,0.0,5612.4839081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,1198.318571612234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833.225547295181,0.0,373.34723572540696
