year,month,dom,hour,obj,infinite_solar_penalty,infinite_solar,load,coal,oil,gas,nuclear,lower_solar,upper_solar,moz_hydro,zim_hydro,zam_hydro,biomass,zrb_load,zrb_oil,zrb_gas,zrb_coal,zrb_biomass,itt_hydro,kgu_hydro,kgl_hydro,vic_hydro,ka_n_hydro,ka_s_hydro,ka_solar,bg_n_hydro,bg_s_hydro,bg_solar,dg_n_hydro,dg_s_hydro,dg_solar,cb_hydro,cb_solar,mn_hydro,mn_solar,BTSW_load,MAL_load,MOZ_load,NAM_load,MIM_load,ZAM_load,zam_oil,nam_oil,mal_gas,zam_coal,zim_coal,nam_coal,btsw_coal,zam_biomass,mal_biomass
10,10,1,17,50239773.89890341,0.0,0.0,37260.97673798999,34464.13701404324,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.8544092,210.1384481,1879.620437,132.4608117,1762.460491,1032.149928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1,18,50239773.89890341,0.0,0.0,37896.15315807999,35150.814224951355,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.5510508,215.7908164,1877.459174,136.0237831,1824.301185,1068.3657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1,19,50239773.89890341,0.0,0.0,39992.84318277,36372.82184983005,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,1044.6842937050833,0.0,,,,,,0.0,873.0,171.68429370508318,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.9668321,221.7964521,1995.176273,139.8094367,1994.363191,1167.959132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1,20,50239773.89890341,0.0,0.0,40976.523964010004,36720.76070269925,0.0,0.0,1800.0,0.0,0.0,992.1841232574898,0.0,768.0,0.0,,,,,,0.0,0.0,768.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.1841232574898,0.0,0.0,0.0,381.513704,246.5255477,2093.209419,155.3974269,2205.652304,1291.696398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1,21,50239773.89890341,0.0,0.0,38801.863379530005,32806.24321888443,0.0,0.0,1800.0,0.0,0.0,2072.0,0.0,1251.7171914182218,0.0,,,,,,0.0,873.0,378.7171914182219,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,0.0,0.0,0.0,361.0117945,261.3630031,2090.782225,164.7502199,2087.124231,1222.282789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1,22,50239773.89890341,0.0,0.0,35513.95376411,29630.46352876752,0.0,0.0,1800.0000000000005,0.0,0.0,2072.0,0.0,873.0,0.0,,,,,,0.0,873.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,0.0,0.0,0.0,325.3563188,238.7535479,2052.888013,150.4983454,1880.988564,1101.563536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1,23,50239773.89890341,0.0,0.0,32865.5619007,26388.619998527683,0.0,0.0,1800.0,0.0,0.0,2072.0,0.0,1251.7171914182218,0.0,,,,,,0.0,873.0,378.7171914182219,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,0.0,0.0,0.0,300.3974734,216.8506366,1981.056148,136.691841,1736.693525,1017.060017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1,24,50239773.89890341,0.0,0.0,30906.90761614,24271.155907111468,1.2434497875801753e-13,0.0,1800.0,0.0,0.0,2072.0,0.0,1251.7171914182218,0.0,,,,,,0.0,873.0,378.7171914182219,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,0.0,0.0,0.0,284.3524997,196.3608128,1877.093418,123.7760765,1643.932418,962.7363203,0.0,1.2434497875801753e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,2,1,51385566.215835005,0.0,0.0,30232.042530290004,22794.295148796435,9.059419880941277e-14,0.0,1800.0,0.0,0.0,2072.0,373.63844086021504,1625.3556322784368,0.0,,,,,,0.0,873.0,378.7171914182219,129.0,373.63844086021504,373.63844086021504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,0.0,0.0,0.0,270.8597552,195.6651182,1836.649559,123.3375453,1565.926563,917.0537426,0.0,9.059419880941277e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,2,2,51385566.215835005,0.0,0.0,29921.70975352,23206.07713671146,6.306066779870889e-14,0.0,1800.0,0.0,0.0,2072.0,0.0,1251.7171914182218,0.0,,,,,,0.0,873.0,378.7171914182219,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,0.0,0.0,0.0,282.0523077,192.238471,1804.673747,121.1775576,1630.634276,954.9485275,0.0,6.306066779870889e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,2,3,51385566.215835005,0.0,0.0,29639.97956133,22901.503955965516,-2.042810365310288e-14,0.0,1800.0,0.0,0.0,2072.0,0.0,1251.7171914182218,0.0,,,,,,0.0,873.0,378.7171914182219,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,0.0,0.0,0.0,270.8597552,189.5040762,1788.624843,119.4539313,1565.926563,917.0537426,0.0,-2.042810365310288e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,2,4,51385566.215835005,0.0,0.0,29951.23926288,23238.00093061417,1.638689184346731e-13,0.0,1800.0,0.0,0.0,2072.0,0.0,1251.7171914182218,0.0,,,,,,0.0,873.0,378.7171914182219,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,0.0,0.0,0.0,277.5752981,187.0811928,1780.423121,117.9266663,1604.751256,939.7906521,0.0,1.638689184346731e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
