year,month,dom,hour,obj,infinite_solar_penalty,infinite_solar,load,coal,oil,gas,nuclear,zrb_solar,zrb_hydro,biomass,zrb_load,zrb_oil,zrb_gas,zrb_coal,zrb_biomass,itt_hydro,kgu_hydro,kgl_hydro,vic_hydro,ka_n_hydro,ka_s_hydro,ka_solar,bg_n_hydro,bg_s_hydro,bg_solar,dg_n_hydro,dg_s_hydro,dg_solar,cb_hydro,cb_solar,mn_hydro,mn_solar
10,8,0,1,51211043.41383771,0.0,0.0,30508.538705899995,26049.880271443588,-1.2789769243681803e-13,0.0,1800.0,0.0,1243.323734934804,0.0,5097.4342579,-1.2789769243681803e-13,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,437.32373493480395,677.0,0.0,0.0,0.0,0.0,0.0
10,8,0,2,51211043.41383771,0.0,0.0,30040.63500922,25351.103051607362,-1.5631940186722204e-13,0.0,1800.0,0.0,1436.259120522379,0.0,5172.2018794000005,-1.5631940186722204e-13,0.0,0.0,0.0,0.0,630.2591205223788,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,0.0,0.0
10,8,0,3,51211043.41383771,0.0,0.0,29711.79715647,25051.14459936017,2.859934511434403e-13,0.0,1800.0,0.0,1380.7171914182218,0.0,5030.0196003,2.859934511434403e-13,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8,0,4,51211043.41383771,0.0,0.0,30287.798310069997,24874.65943187713,2.1049828546892968e-13,0.0,1800.0,122.18911732087084,2057.717191418222,0.0,5093.1244050000005,2.1049828546892968e-13,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,44.39259105346274,0.0,0.0,0.0,677.0,0.0,1.3878505487199335,0.0,76.40867571868816,0.0,0.0
10,8,0,5,51211043.41383771,0.0,0.0,31940.072879919997,27331.403110761737,2.007283228522283e-13,0.0,1800.0,507.40540807068896,1002.0,0.0,5137.3877501,2.007283228522283e-13,0.0,0.0,0.0,0.0,873.0,0.0,129.0,0.0,0.0,162.90203467340257,0.0,0.0,0.0,0.0,0.0,77.30841575091777,0.0,267.1949576463686,0.0,0.0
10,8,0,6,51211043.41383771,0.0,0.0,35725.965690259996,31200.169135204495,0.0,0.0,1800.0,1615.496475887379,129.0,0.0,5197.5230784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,1032.3548527930775,0.0,0.0,0.0,0.0,0.0,225.80842446395064,0.0,357.33319863035075,0.0,0.0
10,8,0,7,51211043.41383771,0.0,0.0,38834.765434069996,33485.005589593384,0.0,0.0,1800.0,2680.524609401171,129.0,0.0,5533.790378000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,1601.415786021654,0.0,0.0,0.0,0.0,0.0,210.1822553228077,0.0,868.9265680567095,0.0,0.0
10,8,0,8,51211043.41383771,0.0,0.0,39696.81423298,32164.856023655208,0.0,0.0,1800.0,3680.9016313913926,1380.7171914182218,0.0,6243.2507428,0.0,0.0,0.0,0.0,0.0,873.0,378.7171914182218,129.0,0.0,0.0,1942.4211382530693,0.0,0.0,0.0,0.0,0.0,415.23289040683,0.0,1323.247602731493,0.0,0.0
10,8,0,9,51211043.41383771,0.0,0.0,39989.375496249995,30291.32583741851,0.0,0.0,1800.0,4842.770527543062,2408.6609282816094,0.0,6204.4274421,0.0,0.0,0.0,0.0,162.16216216216216,873.0,378.7171914182218,129.0,0.0,0.0,2053.721895090033,0.0,0.0,0.0,677.0,13.83409906207703,754.5366486327662,174.94747563914882,2034.5119838202634,0.0,0.0
10,8,0,10,51211043.41383771,0.0,0.0,40313.85644043,30643.698531083966,0.0,0.0,1800.0,5393.316064676244,1856.5329074073002,0.0,6016.5072977,0.0,0.0,0.0,0.0,162.16216216216216,873.0,378.7171914182218,129.0,0.0,0.0,2054.103423665328,0.0,0.0,0.0,313.6535538269163,0.0,1129.753181551505,0.0,2209.459459459412,0.0,0.0
10,8,0,11,51211043.41383771,0.0,0.0,39908.863423300005,30205.48862996235,0.0,0.0,1800.0,5303.960928199462,1946.2676562165127,0.0,6062.3306896,0.0,0.0,0.0,0.0,162.16216216216216,873.0,378.7171914182218,129.0,0.0,0.0,2054.059040092282,0.0,0.0,0.0,403.3883026361289,0.0,1040.4424286477683,0.0,2209.459459459412,0.0,0.0
10,8,0,12,51211043.41383771,0.0,0.0,39385.8377795,31464.893016178656,0.0,0.0,1800.0,4104.920027296191,1320.471042471042,0.0,6056.4192625000005,0.0,0.0,0.0,0.0,0.0,423.4710424710419,768.0,129.0,0.0,0.0,1315.583217486971,0.0,0.0,0.0,0.0,0.0,781.5397654819343,0.0,2007.7970443272857,0.0,0.0
10,8,0,13,51211043.41383771,0.0,0.0,38823.064860390004,31885.676275609374,0.0,0.0,1800.0,3015.487463123717,1380.7171914182218,0.0,6038.6525085,0.0,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,1243.9009926972321,0.0,0.0,0.0,0.0,0.0,510.1978492497958,0.0,1261.3886211766896,0.0,0.0
10,8,0,14,51211043.41383771,0.0,0.0,38132.38668215,32872.10033045978,0.0,0.0,1800.0,1342.630445609699,1320.471042471042,0.0,5734.355627999999,0.0,0.0,0.0,0.0,0.0,423.4710424710419,768.0,129.0,0.0,0.0,692.7303342260811,0.0,0.0,0.0,0.0,0.0,357.64565961364855,0.0,292.2544517699694,0.0,0.0
10,8,0,15,51211043.41383771,0.0,0.0,37894.26961827,34123.0995572595,0.0,0.0,1800.0,627.1767546417946,527.5016537960148,0.0,5622.9360105999995,0.0,0.0,0.0,0.0,0.0,0.0,398.5016537960148,129.0,0.0,0.0,284.45173487026443,0.0,0.0,0.0,0.0,0.0,191.13786168203973,0.0,151.58715808949043,0.0,0.0
10,8,0,16,51211043.41383771,0.0,0.0,38202.3755698,34076.88366453,0.0,0.0,1800.0,127.17062920112446,944.8111871337296,0.0,5487.7214539,0.0,0.0,0.0,0.0,0.0,0.0,768.0,129.0,47.81118713372962,462.0,52.871394256034066,0.0,0.0,0.0,0.0,0.0,70.47196675166774,0.0,3.827268193422662,0.0,0.0
