year,month,dom,hour,obj,infinite_solar_penalty,infinite_solar,load,coal,oil,gas,nuclear,zrb_solar,zrb_hydro,biomass,zrb_load,zrb_oil,zrb_gas,zrb_coal,zrb_biomass,itt_hydro,kgu_hydro,kgl_hydro,vic_hydro,ka_n_hydro,ka_s_hydro,ka_solar,bg_n_hydro,bg_s_hydro,bg_solar,dg_n_hydro,dg_s_hydro,dg_solar,cb_hydro,cb_solar,mn_hydro,mn_solar
10,10,0,1,50506762.42272251,0.0,0.0,30287.58470566,21617.34296109546,-4.1744385725905886e-14,0.0,1800.0,0.0,5436.991855834154,0.0,5032.985248399999,-4.1744385725905886e-14,0.0,0.0,0.0,0.0,564.0719682816461,646.2424972361778,129.0,0.0,0.0,0.0,840.0,600.6773903163299,0.0,677.0,677.0,0.0,0.0,0.0,1303.0,0.0
10,10,0,2,50506762.42272251,0.0,0.0,29781.217724390004,23681.04220975351,-3.752553823233029e-13,0.0,1800.0,0.0,2825.8688436410976,0.0,4907.9254955999995,-3.752553823233029e-13,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,0.0,840.0,605.1516522228756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,0,3,50506762.42272251,0.0,0.0,29614.636958500003,23506.8780298076,5.115907697472721e-13,0.0,1800.0,0.0,2825.9457091113372,0.0,4913.3053434,5.115907697472721e-13,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,0.0,840.0,605.2285176931152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,0,4,50506762.42272251,0.0,0.0,29967.2183376,25322.870648593194,-8.260059303211165e-14,0.0,1800.0,4.404957393992729,1380.7171914182218,0.0,4919.7733433,-8.260059303211165e-14,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,1.6435913696655977,0.0,0.0,0.03729704697084749,0.0,0.0,0.021162805950872443,0.0,2.685038925026856,0.0,0.01786724637855516
10,10,0,5,50506762.42272251,0.0,0.0,31459.909027169997,26565.17966872251,2.8066438062523957e-13,0.0,1800.0,18.69463392274248,1737.8381591601571,0.0,4929.5547273,2.8066438062523957e-13,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,6.0312852198179066,0.0,0.0,2.077583653487208,0.0,357.1209677419354,1.1788466722263757,0.0,9.389363905386103,0.0,0.017554471824882425
10,10,0,6,50506762.42272251,0.0,0.0,34502.28091627,30169.692896784232,0.0,0.0,1800.0,60.35306452187008,1380.7171914182218,0.0,5052.6506164,0.0,0.0,0.0,0.0,0.0,873.0,378.7171914182219,129.0,0.0,0.0,38.22190789538851,0.0,0.0,6.068367679367889,0.0,0.0,3.4432669089697265,0.0,12.55686659273144,0.0,0.06265544541251386
10,10,0,7,50506762.42272251,0.0,0.0,36960.01385686,32747.65377793723,0.0,0.0,1800.0,98.789648603108,1421.3283106056151,0.0,5357.4781387,0.0,0.0,0.0,0.0,0.0,0.0,768.0,129.0,0.0,0.0,59.290820893549345,0.0,524.3283106056151,5.648430557918347,0.0,0.0,3.20498939011546,0.0,30.5345124264682,0.0,0.11089533505664742
10,10,0,8,50506762.42272251,0.0,0.0,36759.725673830006,32834.78373587457,0.0,0.0,1800.0,136.09880592674062,1080.3614299068008,0.0,5594.027067,0.0,0.0,0.0,0.0,0.0,873.0,0.0,129.0,0.0,0.0,71.91620365758634,78.36142990680082,0.0,11.158954133518561,0.0,0.0,6.331728652054545,0.0,46.4995798888521,0.0,0.19233959472907286
10,10,0,9,50506762.42272251,0.0,0.0,37410.65644435,33673.763925332845,0.0,0.0,1800.0,184.1889874779601,897.0,0.0,5606.3396511,0.0,0.0,0.0,0.0,0.0,0.0,768.0,129.0,0.0,0.0,80.59562176631977,0.0,0.0,20.277391431835756,0.0,0.0,11.505642803228952,0.0,71.4937645314396,0.0,0.31656694513601996
10,10,0,10,50506762.42272251,0.0,0.0,37239.50910645,33340.180869313146,0.0,0.0,1800.0,227.7478944165917,1002.0,0.0,5463.1705878,0.0,0.0,0.0,0.0,0.0,873.0,0.0,129.0,0.0,0.0,90.44147402307506,0.0,0.0,30.36094737769488,0.0,0.0,17.22717721703334,0.0,89.18001079191764,0.0,0.5382850068707886
10,10,0,11,50506762.42272251,0.0,0.0,37455.87262741,33582.05030882449,0.0,0.0,1800.0,219.78496405119031,1002.0,0.0,5460.1316849,0.0,0.0,0.0,0.0,0.0,873.0,0.0,129.0,0.0,0.0,87.94178008187014,0.0,0.0,27.960813336515347,0.0,0.0,15.86531146371331,0.0,87.41506868794947,0.0,0.6019904811420564
10,10,0,12,50506762.42272251,0.0,0.0,37739.07764729999,33955.27079282085,0.0,0.0,1800.0,152.73206912509818,1002.0,0.0,5612.4839081,0.0,0.0,0.0,0.0,0.0,873.0,0.0,129.0,0.0,0.0,48.708155370665644,0.0,0.0,21.003072246972245,0.0,0.0,11.917403077038518,0.0,70.55498825055663,0.0,0.5484501798651503
10,10,0,13,50506762.42272251,0.0,0.0,37468.144347990004,33438.77219969853,0.0,0.0,1800.0,112.40866845794437,1265.921129670513,0.0,5699.6494126,0.0,0.0,0.0,0.0,0.0,0.0,768.0,129.0,0.0,0.0,46.0541925532902,0.0,0.0,13.71103910680155,0.0,0.0,7.7798132444336865,0.0,44.325824464158316,368.921129670513,0.5377990892606113
